#idx    q_gev    adler_mean  adler_err
0 1.000000e+00  3.065648e+00  4.736909e-01
1 1.011609e+00  3.029532e+00  4.501819e-01
2 1.023352e+00  2.995052e+00  4.279181e-01
3 1.035232e+00  2.962128e+00  4.068252e-01
4 1.047249e+00  2.930684e+00  3.868344e-01
5 1.059407e+00  2.900649e+00  3.678817e-01
6 1.071705e+00  2.871953e+00  3.499076e-01
7 1.084146e+00  2.844532e+00  3.328566e-01
8 1.096731e+00  2.818325e+00  3.166769e-01
9 1.109463e+00  2.793272e+00  3.013199e-01
10 1.122342e+00  2.769318e+00  2.867404e-01
11 1.135371e+00  2.746410e+00  2.728959e-01
12 1.148551e+00  2.724497e+00  2.597466e-01
13 1.161884e+00  2.703532e+00  2.472550e-01
14 1.175372e+00  2.683471e+00  2.353860e-01
15 1.189017e+00  2.664269e+00  2.241067e-01
16 1.202820e+00  2.645886e+00  2.133859e-01
17 1.216783e+00  2.628283e+00  2.031944e-01
18 1.230908e+00  2.611424e+00  1.935046e-01
19 1.245197e+00  2.595274e+00  1.842905e-01
20 1.259652e+00  2.579798e+00  1.755275e-01
21 1.274275e+00  2.564966e+00  1.671926e-01
22 1.289068e+00  2.550748e+00  1.592640e-01
23 1.304032e+00  2.537116e+00  1.517208e-01
24 1.319170e+00  2.524041e+00  1.445437e-01
25 1.334484e+00  2.511498e+00  1.377141e-01
26 1.349975e+00  2.499463e+00  1.312146e-01
27 1.365647e+00  2.487913e+00  1.250287e-01
28 1.381500e+00  2.476825e+00  1.191407e-01
29 1.397537e+00  2.466178e+00  1.135358e-01
30 1.413761e+00  2.455952e+00  1.082001e-01
31 1.430173e+00  2.446129e+00  1.031201e-01
32 1.446775e+00  2.436689e+00  9.828330e-02
33 1.463570e+00  2.427616e+00  9.367774e-02
34 1.480560e+00  2.418892e+00  8.929207e-02
35 1.497747e+00  2.410503e+00  8.511556e-02
36 1.515134e+00  2.402434e+00  8.113800e-02
37 1.532723e+00  2.394670e+00  7.734970e-02
38 1.550516e+00  2.387197e+00  7.374149e-02
39 1.568515e+00  2.380003e+00  7.030463e-02
40 1.586723e+00  2.373076e+00  6.703085e-02
41 1.605143e+00  2.366403e+00  6.391228e-02
42 1.623777e+00  2.359974e+00  6.094145e-02
43 1.642627e+00  2.353778e+00  5.811124e-02
44 1.661695e+00  2.347804e+00  5.541493e-02
45 1.680985e+00  2.342044e+00  5.284609e-02
46 1.700499e+00  2.336488e+00  5.039863e-02
47 1.720240e+00  2.331126e+00  4.806677e-02
48 1.740209e+00  2.325952e+00  4.584499e-02
49 1.760411e+00  2.320956e+00  4.372805e-02
50 1.780847e+00  2.316131e+00  4.171098e-02
51 1.801520e+00  2.311470e+00  3.978904e-02
52 1.822433e+00  2.306966e+00  3.795772e-02
53 1.843589e+00  2.302612e+00  3.621274e-02
54 1.864991e+00  2.298402e+00  3.455003e-02
55 1.886641e+00  2.294330e+00  3.296569e-02
56 1.908542e+00  2.290390e+00  3.145605e-02
57 1.930698e+00  2.286577e+00  3.001760e-02
58 1.953111e+00  2.282885e+00  2.864697e-02
59 1.975783e+00  2.279310e+00  2.734101e-02
60 1.998720e+00  2.275847e+00  2.609667e-02
61 2.021922e+00  2.272490e+00  2.491109e-02
62 2.045394e+00  2.269236e+00  2.378150e-02
63 2.069138e+00  2.266081e+00  2.270531e-02
64 2.093158e+00  2.263021e+00  2.168002e-02
65 2.117457e+00  2.260052e+00  2.070327e-02
66 2.142037e+00  2.257170e+00  1.977281e-02
67 2.166904e+00  2.254372e+00  1.888648e-02
68 2.192058e+00  2.251655e+00  1.804225e-02
69 2.217505e+00  2.249015e+00  1.723818e-02
70 2.243248e+00  2.246451e+00  1.647241e-02
71 2.269289e+00  2.243958e+00  1.574319e-02
72 2.295632e+00  2.241535e+00  1.504883e-02
73 2.322281e+00  2.239179e+00  1.438775e-02
74 2.349240e+00  2.236888e+00  1.375842e-02
75 2.376511e+00  2.234660e+00  1.315942e-02
76 2.404099e+00  2.232492e+00  1.258938e-02
77 2.432008e+00  2.230383e+00  1.204699e-02
78 2.460240e+00  2.228332e+00  1.153104e-02
79 2.488800e+00  2.226337e+00  1.104037e-02
