#idx    q_gev    adler_mean  adler_err
0 1.000000e+00  2.362681e+00  1.548865e-02
1 1.011609e+00  2.359489e+00  1.513153e-02
2 1.023352e+00  2.356303e+00  1.477957e-02
3 1.035232e+00  2.353131e+00  1.443372e-02
4 1.047249e+00  2.349977e+00  1.409469e-02
5 1.059407e+00  2.346845e+00  1.376299e-02
6 1.071705e+00  2.343740e+00  1.343900e-02
7 1.084146e+00  2.340663e+00  1.312295e-02
8 1.096731e+00  2.337618e+00  1.281499e-02
9 1.109463e+00  2.334606e+00  1.251519e-02
10 1.122342e+00  2.331628e+00  1.222355e-02
11 1.135371e+00  2.328687e+00  1.194002e-02
12 1.148551e+00  2.325783e+00  1.166451e-02
13 1.161884e+00  2.322916e+00  1.139691e-02
14 1.175372e+00  2.320088e+00  1.113707e-02
15 1.189017e+00  2.317298e+00  1.088483e-02
16 1.202820e+00  2.314547e+00  1.064000e-02
17 1.216783e+00  2.311834e+00  1.040241e-02
18 1.230908e+00  2.309161e+00  1.017186e-02
19 1.245197e+00  2.306525e+00  9.948156e-03
20 1.259652e+00  2.303929e+00  9.731091e-03
21 1.274275e+00  2.301370e+00  9.520469e-03
22 1.289068e+00  2.298849e+00  9.316090e-03
23 1.304032e+00  2.296365e+00  9.117758e-03
24 1.319170e+00  2.293918e+00  8.925279e-03
25 1.334484e+00  2.291507e+00  8.738462e-03
26 1.349975e+00  2.289132e+00  8.557120e-03
27 1.365647e+00  2.286793e+00  8.381072e-03
28 1.381500e+00  2.284488e+00  8.210140e-03
29 1.397537e+00  2.282218e+00  8.044153e-03
30 1.413761e+00  2.279981e+00  7.882943e-03
31 1.430173e+00  2.277778e+00  7.726348e-03
32 1.446775e+00  2.275607e+00  7.574211e-03
33 1.463570e+00  2.273469e+00  7.426382e-03
34 1.480560e+00  2.271362e+00  7.282713e-03
35 1.497747e+00  2.269286e+00  7.143063e-03
36 1.515134e+00  2.267240e+00  7.007296e-03
37 1.532723e+00  2.265224e+00  6.875281e-03
38 1.550516e+00  2.263238e+00  6.746890e-03
39 1.568515e+00  2.261280e+00  6.622002e-03
40 1.586723e+00  2.259351e+00  6.500498e-03
41 1.605143e+00  2.257449e+00  6.382265e-03
42 1.623777e+00  2.255575e+00  6.267195e-03
43 1.642627e+00  2.253727e+00  6.155181e-03
44 1.661695e+00  2.251905e+00  6.046123e-03
45 1.680985e+00  2.250110e+00  5.939924e-03
46 1.700499e+00  2.248339e+00  5.836490e-03
47 1.720240e+00  2.246593e+00  5.735730e-03
48 1.740209e+00  2.244872e+00  5.637558e-03
49 1.760411e+00  2.243174e+00  5.541890e-03
50 1.780847e+00  2.241500e+00  5.448646e-03
51 1.801520e+00  2.239849e+00  5.357748e-03
52 1.822433e+00  2.238220e+00  5.269123e-03
53 1.843589e+00  2.236614e+00  5.182699e-03
54 1.864991e+00  2.235029e+00  5.098407e-03
55 1.886641e+00  2.233465e+00  5.016181e-03
56 1.908542e+00  2.231923e+00  4.935957e-03
57 1.930698e+00  2.230401e+00  4.857675e-03
58 1.953111e+00  2.228899e+00  4.781275e-03
59 1.975783e+00  2.227418e+00  4.706703e-03
60 1.998720e+00  2.225955e+00  4.633903e-03
61 2.021922e+00  2.224512e+00  4.562826e-03
62 2.045394e+00  2.223088e+00  4.493421e-03
63 2.069138e+00  2.221682e+00  4.425642e-03
64 2.093158e+00  2.220295e+00  4.359445e-03
65 2.117457e+00  2.218925e+00  4.294787e-03
66 2.142037e+00  2.217574e+00  4.231630e-03
67 2.166904e+00  2.216239e+00  4.169937e-03
68 2.192058e+00  2.214922e+00  4.109674e-03
69 2.217505e+00  2.213622e+00  4.050809e-03
70 2.243248e+00  2.212339e+00  3.993315e-03
71 2.269289e+00  2.211073e+00  3.937168e-03
72 2.295632e+00  2.209823e+00  3.882348e-03
73 2.322281e+00  2.208590e+00  3.828839e-03
74 2.349240e+00  2.207373e+00  3.776630e-03
75 2.376511e+00  2.206173e+00  3.725715e-03
76 2.404099e+00  2.204989e+00  3.676097e-03
77 2.432008e+00  2.203822e+00  3.627785e-03
78 2.460240e+00  2.202671e+00  3.580796e-03
79 2.488800e+00  2.201538e+00  3.535160e-03
80 2.517691e+00  2.200303e+00  3.428334e-03
81 2.546918e+00  2.197219e+00  3.725277e-03
82 2.576485e+00  2.195458e+00  3.310412e-03
83 2.606394e+00  2.194460e+00  3.271544e-03
84 2.636651e+00  2.193472e+00  3.233368e-03
85 2.667259e+00  2.192493e+00  3.195867e-03
86 2.698222e+00  2.191524e+00  3.159027e-03
87 2.729545e+00  2.190564e+00  3.122832e-03
88 2.761231e+00  2.189614e+00  3.087269e-03
89 2.793285e+00  2.188673e+00  3.052323e-03
90 2.825712e+00  2.187741e+00  3.017980e-03
91 2.858514e+00  2.186818e+00  2.984227e-03
92 2.891698e+00  2.185904e+00  2.951052e-03
93 2.925266e+00  2.184999e+00  2.918442e-03
94 2.959225e+00  2.184103e+00  2.886383e-03
95 2.993577e+00  2.183215e+00  2.854865e-03
96 3.028329e+00  2.182336e+00  2.823876e-03
97 3.063483e+00  2.181465e+00  2.793404e-03
98 3.099046e+00  2.180603e+00  2.763439e-03
99 3.135022e+00  2.179748e+00  2.733968e-03
100 3.171415e+00  2.178902e+00  2.704983e-03
101 3.208231e+00  2.178064e+00  2.676472e-03
102 3.245474e+00  2.177234e+00  2.648426e-03
103 3.283150e+00  2.176412e+00  2.620835e-03
